Netgen 1.5.320 compiled on Sat Jun  6 07:01:24 PM IST 2026
Warning: netgen command 'format' use fully-qualified name '::netgen::format'
Warning: netgen command 'global' use fully-qualified name '::netgen::global'
Reading netlist file /home/ubuntu/riscv_pd/netlist/final_routed.v for /home/ubuntu/riscv_pd/netlist/final_routed.v Top_Module
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Creating placeholder cell definition for module FILLER_ASAP7_75t_R.
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
Warning:  Cell FILLER_ASAP7_75t_R has no pins
